product_tier,make_name,price,first_zip_digit,search_views,detail_views,stock_days,ctr,live_days,first_registration_age
Basic,Ford,5950,6,967.0,42.0,100,0.04343329886246122,189,18
Basic,Peugeot,15740,1,186.0,7.0,51,0.03763440860215054,51,7
Basic,Peugeot,9840,6,1351.0,28.0,101,0.02072538860103627,279,6
Basic,Volkswagen,16900,2,38348.0,1912.0,103,0.049859184312089286,338,9
Basic,Mercedes-Benz,42650,2,206.0,3.0,63,0.014563106796116505,63,6
Basic,Peugeot,950,6,2018.0,138.0,52,0.06838453914767097,81,25
Basic,Mercedes-Benz,10900,3,6089.0,186.0,30,0.03054688783051404,30,10
Basic,Opel,4890,2,824.0,17.0,55,0.02063106796116505,143,18
Basic,Renault,12180,4,875.0,46.0,31,0.052571428571428575,31,7
Basic,Toyota,13945,4,264.0,13.0,3,0.04924242424242424,92,9
Basic,Honda,6950,1,1675.0,21.0,35,0.01253731343283582,35,15
Basic,Rolls-Royce,11000,1,15676.0,762.0,34,0.048609339117121717,92,46
Basic,Chevrolet,5495,3,6867.0,442.0,101,0.06436580748507353,160,17
Basic,Volkswagen,25940,4,395.0,12.0,6,0.030379746835443037,95,9
Basic,Peugeot,29900,1,138.0,2.0,2,0.014492753623188406,2,7
Basic,Renault,13400,4,1030.0,58.0,23,0.05631067961165048,23,8
Basic,Peugeot,12950,4,20.0,0.0,3,0.0,92,11
Basic,Renault,30900,5,802.0,22.0,76,0.02743142144638404,76,6
Basic,Volkswagen,17440,4,647.0,37.0,35,0.0571870170015456,35,6
Basic,Volkswagen,7440,2,2056.0,50.0,47,0.024319066147859923,224,20
Basic,Volkswagen,5999,8,9125.0,280.0,50,0.030684931506849315,21,10
Basic,Volkswagen,18650,1,169.0,9.0,11,0.05325443786982249,41,9
Basic,Kia,29995,1,753.0,23.0,26,0.02901726427622842,26,7
Basic,Volvo,41700,8,3126.0,193.0,99,0.061740243122200895,70,7
Basic,Hyundai,12950,4,1290.0,30.0,121,0.023255813953488372,298,8
Basic,Opel,4999,7,3201.0,73.0,68,0.02280537332083724,216,12
Basic,Fiat,5500,6,5075.0,243.0,50,0.047881773399014775,166,13
Basic,BMW,24990,1,2820.0,55.0,50,0.01950354609929078,50,9
Basic,Volkswagen,1999,9,1048.0,64.0,14,0.061068702290076333,42,22
Basic,Peugeot,7950,4,214.0,10.0,3,0.04672897196261682,2,11
Basic,MINI,33950,3,1342.0,83.0,44,0.06184798807749627,44,8
Basic,Renault,14750,1,2387.0,125.0,112,0.05236698785085882,23,12
Basic,BMW,99830,7,1505.0,34.0,40,0.022591362126245847,41,6
Basic,Volkswagen,1990,2,974.0,43.0,21,0.044147843942505136,169,22
Basic,Mercedes-Benz,17900,4,91.0,9.0,3,0.0989010989010989,2,11
Basic,Audi,31900,8,5747.0,258.0,44,0.04489298764572821,133,8
Basic,BMW,22499,5,700.0,65.0,30,0.09285714285714286,30,9
Basic,Volvo,19900,7,2081.0,44.0,43,0.02114368092263335,43,11
Basic,MINI,44950,2,3272.0,181.0,106,0.055317848410757944,106,6
Basic,Others ,14950,5,2105.0,45.0,49,0.021377672209026127,50,67
Basic,Volvo,44995,2,370.0,10.0,32,0.02702702702702703,32,7
Basic,Citroen,7850,9,418.0,9.0,7,0.0215311004784689,7,13
Basic,Mercedes-Benz,46500,4,2159.0,93.0,40,0.04307549791570171,40,8
Basic,Saab,8945,3,1611.0,77.0,24,0.04779639975170701,25,17
Basic,Citroen,17900,8,1169.0,25.0,125,0.0213857998289136,125,6
Basic,Volvo,20500,9,254.0,9.0,7,0.03543307086614173,7,10
Basic,Citroen,11250,3,6112.0,86.0,125,0.01407068062827225,67,10
Basic,Toyota,25445,4,2113.0,104.0,79,0.04921911973497397,227,6
Basic,Volkswagen,2750,5,320.0,10.0,9,0.0296875,39,22
Basic,Volkswagen,17450,2,584.0,50.0,13,0.08561643835616438,13,8
Premium,Peugeot,1995,9,50026.0,1767.0,56,0.035321632750969494,56,17
Basic,Volvo,16900,7,3605.0,82.0,122,0.02274618585298197,326,12
Basic,Volvo,52700,8,1980.0,24.0,35,0.012121212121212121,123,6
Basic,Volvo,17750,4,4729.0,84.0,112,0.01776274053711144,112,9
Basic,Fiat,2695,3,9242.0,469.0,108,0.05074659164682969,108,18
Basic,Audi,6450,4,5782.0,213.0,91,0.03499654098927706,92,23
Basic,Renault,11950,8,587.0,26.0,37,0.044293015332197615,37,14
Basic,Renault,30264,7,21.0,1.0,9,0.047619047619047616,9,6
Basic,Volvo,31950,6,1129.0,45.0,65,0.03985828166519043,65,6
Basic,Grecav,4999,3,1184.0,37.0,32,0.03125,62,16
Basic,BMW,26850,1,5797.0,281.0,67,0.04847334828359496,39,11
Basic,Volkswagen,5500,7,2908.0,79.0,103,0.027166437414030263,280,17
Basic,Volkswagen,1950,2,1007.0,54.0,32,0.05362462760675273,31,22
Basic,Mercedes-Benz,26000,1,1137.0,164.0,35,0.1442392260334213,92,33
Basic,Ford,5750,8,3902.0,131.0,93,0.03357252690927729,387,17
Basic,Volkswagen,9450,4,1356.0,68.0,25,0.05014749262536873,25,13
Basic,Volkswagen,9880,8,4290.0,197.0,92,0.04592074592074592,3,13
Basic,Volkswagen,22750,5,1048.0,110.0,20,0.1049618320610687,20,10
Premium,Skoda,1750,2,1188.0,37.0,1,0.029587542087542086,1,16
Basic,Renault,5250,2,1777.0,195.0,117,0.10973550928531232,351,12
Basic,Citroen,24950,5,1624.0,117.0,119,0.07204433497536945,119,7
Basic,Citroen,21900,2,678.0,34.0,32,0.05014749262536873,32,8
Premium,Opel,2100,7,2279.0,78.0,8,0.03422553751645459,8,20
Basic,Ford,13950,3,405.0,22.0,6,0.05432098765432099,7,9
Basic,Citroen,24999,9,2433.0,110.0,73,0.04521167283189478,221,7
Basic,Citroen,11990,1,738.0,61.0,30,0.08265582655826559,30,9
Basic,Mitsubishi,6995,3,4124.0,82.0,123,0.018889427740058196,123,9
Basic,Opel,13450,6,1617.0,61.0,35,0.03772418058132344,35,12
Basic,Fiat,19950,3,774.0,2.0,87,0.002583979328165375,205,6
Basic,Ford,15400,2,1152.0,36.0,84,0.03125,290,10
Basic,Volvo,44500,3,803.0,21.0,43,0.026151930261519303,43,7
Basic,Ford,6250,3,845.0,16.0,12,0.01893491124260355,11,13
Basic,Mercedes-Benz,39450,2,3005.0,122.0,70,0.04059900166389351,70,6
Basic,Toyota,9444,5,1040.0,42.0,62,0.038365384615384614,61,7
Basic,Volvo,5750,8,492.0,29.0,3,0.05894308943089431,3,13
Basic,Toyota,30445,5,884.0,65.0,57,0.07352941176470588,57,6
Basic,Tesla,74900,8,1932.0,81.0,10,0.04192546583850932,9,7
Basic,Honda,9950,1,801.0,32.0,23,0.037952559300873906,23,11
Basic,Volkswagen,4950,3,781.0,28.0,13,0.03585147247119078,131,13
Basic,Porsche,79911,1,3710.0,142.0,46,0.03827493261455526,135,9
Basic,Mercedes-Benz,8400,3,650.0,30.0,10,0.046153846153846156,9,17
Basic,Peugeot,6900,1,746.0,63.0,12,0.08445040214477212,100,11
Basic,Opel,24499,7,663.0,23.0,23,0.03469079939668175,23,6
Basic,Volkswagen,22940,8,926.0,25.0,13,0.026997840172786176,13,8
Basic,Mercedes-Benz,9994,9,204.0,10.0,4,0.046568627450980386,4,17
Basic,Peugeot,5950,3,6323.0,171.0,94,0.02704412462438716,94,14
Basic,Renault,5990,3,2935.0,152.0,50,0.049199318568994885,108,12
Basic,Peugeot,4450,2,5778.0,245.0,85,0.04240221529941156,85,16
Basic,Citroen,10950,5,3338.0,138.0,48,0.039275014979029355,105,12
Basic,Mazda,33950,3,63.0,2.0,1,0.030158730158730156,1,7
Basic,Renault,13900,2,460.0,16.0,25,0.034782608695652174,25,8
Basic,Lexus,33950,6,11132.0,0.0,125,0.0,448,6
Basic,Renault,3949,1,1851.0,72.0,79,0.03695299837925446,79,15
Basic,Mitsubishi,3500,7,13739.0,349.0,91,0.025402139893733168,91,19
Basic,Peugeot,7945,3,134.0,1.0,6,0.007462686567164179,6,9
Basic,Citroen,3300,3,2104.0,120.0,15,0.057034220532319393,163,18
Basic,Peugeot,11999,8,1095.0,24.0,78,0.021917808219178082,78,10
Basic,Nissan,24440,5,698.0,19.0,26,0.027220630372492838,26,7
Basic,Skoda,10485,7,1147.0,43.0,60,0.037489102005231034,60,12
Basic,Volvo,10950,6,5645.0,175.0,117,0.03100088573959256,176,18
Basic,SEAT,4950,3,2280.0,91.0,34,0.039912280701754385,34,11
Basic,Mercedes-Benz,4950,5,1662.0,79.0,8,0.04515643802647412,8,18
Basic,BMW,32950,8,1032.0,136.0,15,0.11893410852713177,15,9
Basic,Renault,12777,2,2646.0,36.0,6,0.013605442176870748,6,7
Basic,Renault,12690,5,1799.0,70.0,100,0.03696498054474708,40,7
Basic,Audi,2950,1,4849.0,188.0,32,0.03877088059393689,32,21
Basic,Renault,3695,6,2220.0,59.0,100,0.026576576576576576,248,16
Basic,Volvo,13000,1,1847.0,102.0,92,0.055224688684353006,92,10
Basic,Volvo,10749,5,287.0,19.0,9,0.06620209059233449,157,13
Basic,Toyota,4999,5,635.0,17.0,51,0.026771653543307086,140,17
Basic,BMW,53950,5,8821.0,354.0,93,0.038124929146355284,93,7
Plus,Skoda,6950,5,1603.0,41.0,12,0.025577043044291953,130,17
Basic,Volkswagen,44850,5,336.0,0.0,7,0.0,7,7
Basic,MG,3944,3,1785.0,78.0,69,0.043697478991596636,69,25
Basic,Volvo,32195,8,585.0,8.0,105,0.013675213675213675,106,5
Basic,SEAT,4950,7,3457.0,233.0,27,0.06739947931732716,145,14
Basic,Mazda,7950,2,1217.0,113.0,22,0.09285127362366474,22,16
Basic,Peugeot,5250,2,304.0,10.0,7,0.03289473684210526,214,14
Basic,Audi,20750,7,122.0,3.0,1,0.02459016393442623,1,10
Basic,Renault,21995,8,45.0,2.0,2,0.042222222222222223,31,7
Basic,Volvo,22900,7,1754.0,80.0,37,0.04561003420752566,154,8
Basic,Peugeot,2995,4,172.0,8.0,1,0.046511627906976744,1,15
Basic,Volkswagen,20945,3,42.0,1.0,1,0.023809523809523808,1,10
Basic,Volkswagen,28850,6,307.0,15.0,11,0.048859934853420196,188,6
Basic,Nissan,2950,7,1189.0,23.0,16,0.01934398654331371,15,22
Basic,Alfa Romeo,3450,3,8894.0,381.0,28,0.04283786822577018,28,15
Basic,Audi,75950,5,3894.0,80.0,126,0.02054442732408834,126,8
Basic,Lexus,7950,6,1807.0,130.0,7,0.07194244604316546,214,17
Basic,BMW,33950,5,879.0,28.0,121,0.028748577929465297,298,6
Basic,MINI,18995,9,2035.0,65.0,26,0.03194103194103194,26,8
Basic,Ford,7480,8,1081.0,44.0,64,0.03866790009250694,5,15
Basic,Toyota,12745,3,453.0,2.0,19,0.004415011037527594,19,11
Basic,Volkswagen,16500,9,1310.0,89.0,17,0.06793893129770992,16,41
Basic,BMW,25995,3,189.0,4.0,2,0.020105820105820103,1,11
Basic,Peugeot,20945,3,12779.0,255.0,119,0.01995461303701385,207,8
Basic,Peugeot,7844,8,659.0,30.0,12,0.04552352048558422,13,11
Basic,Mercedes-Benz,13499,9,313.0,44.0,7,0.14057507987220447,214,16
Basic,Volkswagen,7500,7,464.0,14.0,37,0.03017241379310345,37,12
Basic,Mitsubishi,18450,5,978.0,33.0,21,0.03374233128834356,21,9
Basic,Audi,28888,9,1263.0,52.0,32,0.04117181314330958,32,11
Basic,Nissan,34750,4,985.0,43.0,92,0.04365482233502538,92,6
Basic,SEAT,6995,5,3214.0,90.0,110,0.026602364654635963,315,14
Basic,Mercedes-Benz,13650,3,337.0,13.0,13,0.03857566765578635,131,15
Basic,Volkswagen,34880,1,257.0,13.0,6,0.05058365758754864,183,8
Basic,Toyota,23335,5,3687.0,140.0,67,0.03797125033902902,67,8
Basic,Opel,9130,3,657.0,56.0,21,0.0852359208523592,109,17
Basic,Audi,33500,6,1333.0,152.0,40,0.1140285071267817,40,11
Basic,Toyota,5400,2,3531.0,136.0,43,0.038516001132823566,133,20
Basic,Mitsubishi,7445,7,1684.0,48.0,110,0.028503562945368172,169,10
Basic,Renault,999,7,1973.0,129.0,26,0.06538266599087683,233,24
Basic,Skoda,16750,3,1247.0,53.0,59,0.042502004811547714,59,10
Basic,Volkswagen,19685,9,287.0,21.0,9,0.07317073170731707,9,11
Basic,Toyota,8445,1,71.0,0.0,1,0.0,61,9
Premium,BMW,36950,3,32990.0,1229.0,60,0.0353910275841164,61,17
Basic,Renault,14900,7,1274.0,28.0,33,0.02197802197802198,93,9
Basic,Renault,18650,5,561.0,33.0,74,0.058823529411764705,104,6
Basic,Dacia,4225,3,1901.0,46.0,40,0.0241977906365071,128,14
Basic,Peugeot,1222,9,129.0,2.0,5,0.015503875968992248,5,25
Basic,Ford,1111,6,284.0,21.0,5,0.07394366197183098,5,20
Basic,Mercedes-Benz,83850,2,1970.0,31.0,119,0.015736040609137057,119,6
Basic,Peugeot,990,7,238.0,4.0,3,0.01680672268907563,91,23
Basic,Volkswagen,6750,5,1996.0,81.0,29,0.0405811623246493,29,10
Basic,Volkswagen,7445,8,75.0,0.0,3,0.0,92,17
Basic,Renault,12900,8,911.0,21.0,23,0.02305159165751921,23,8
Basic,Renault,17950,4,314.0,18.0,15,0.05732484076433121,192,6
Basic,Renault,2949,7,7324.0,249.0,97,0.03399781540141999,97,12
Basic,SEAT,3495,7,6626.0,144.0,18,0.02173256866888017,48,12
Basic,Ford,15995,2,480.0,25.0,29,0.052083333333333336,30,11
Basic,BMW,9835,6,8662.0,454.0,61,0.052412837681828674,2,20
Basic,Ford,2450,1,3165.0,69.0,30,0.021800947867298578,30,16
Basic,Audi,15900,3,270.0,15.0,5,0.05555555555555555,4,11
Basic,Renault,11900,5,423.0,17.0,58,0.03817966903073286,263,8
Basic,Opel,14450,7,2571.0,63.0,114,0.024504084014002333,114,8
Basic,Volkswagen,2499,9,117.0,9.0,2,0.07692307692307693,1,20
Basic,Mercedes-Benz,21500,4,2153.0,130.0,32,0.057361820715281,32,10
Basic,Ford,20995,1,614.0,33.0,91,0.0510586319218241,3,7
Basic,Hyundai,7750,7,2755.0,166.0,57,0.0602540834845735,57,12
Basic,Toyota,17445,2,264.0,10.0,21,0.03787878787878788,109,10
Basic,BMW,13995,4,1530.0,39.0,25,0.025490196078431372,142,14
Basic,BMW,2400,3,640.0,47.0,6,0.0734375,183,26
Basic,Peugeot,2248,7,429.0,8.0,3,0.018648018648018648,92,19
Basic,Ford,10345,3,1766.0,63.0,89,0.03567383918459796,265,11
Basic,Renault,16950,3,289.0,30.0,35,0.10380622837370242,35,8
Basic,Peugeot,5195,2,182.0,11.0,3,0.057417582417582415,3,14
Basic,Ford,11850,3,461.0,12.0,15,0.026030368763557483,15,10
Basic,Opel,4950,3,1230.0,55.0,87,0.044715447154471545,87,16
Basic,Opel,13945,5,232.0,27.0,4,0.1105603448275862,3,12
Basic,Audi,750,7,120.0,9.0,0,0.075,0,23
Basic,Nissan,14350,2,92.0,8.0,9,0.08695652173913043,186,8
Basic,MINI,21400,3,152.0,11.0,5,0.07236842105263158,5,9
Basic,Ford,21995,2,91.0,2.0,8,0.02197802197802198,8,6
Basic,Opel,15995,5,104.0,4.0,29,0.038461538461538464,29,9
Basic,Volkswagen,17900,2,3378.0,75.0,83,0.022202486678507993,201,8
Basic,Porsche,43500,1,1254.0,56.0,31,0.044657097288676235,31,14
Basic,Skoda,13900,8,148.0,5.0,6,0.033783783783783786,6,10
Basic,Citroen,10995,2,53.0,1.0,9,0.018867924528301886,97,10
Basic,MINI,8950,6,278.0,50.0,3,0.17985611510791366,5,16
Basic,Ford,8495,7,802.0,86.0,30,0.10723192019950124,30,11
Basic,Mercedes-Benz,39950,3,10049.0,201.0,94,0.020001990247785848,95,7
Basic,Peugeot,25495,2,417.0,9.0,32,0.02158273381294964,33,6
Basic,Renault,9245,8,1472.0,10.0,101,0.006793478260869565,189,7
Basic,Renault,7945,5,3257.0,164.0,119,0.05035308566165183,119,12
Basic,Volvo,7895,3,1629.0,49.0,41,0.028575813382443215,100,13
Basic,Suzuki,3199,6,459.0,33.0,7,0.0718954248366013,214,20
Basic,Dacia,2950,7,3726.0,131.0,61,0.03515834675254965,2,16
Basic,Fiat,5750,4,44.0,2.0,0,0.04318181818181818,1,16
Basic,BMW,5500,5,1641.0,81.0,3,0.04936014625228519,91,15
Basic,Audi,8745,8,4895.0,211.0,125,0.043105209397344225,449,16
Basic,Kia,6225,2,245.0,5.0,4,0.02040816326530612,4,12
Basic,Kia,10440,5,1430.0,96.0,22,0.06713286713286713,23,14
Basic,Nissan,22940,6,4088.0,234.0,83,0.05724070450097847,198,6
Basic,Audi,11975,4,2084.0,175.0,50,0.07977447216890594,50,14
Basic,Opel,17945,5,321.0,20.0,11,0.06230529595015576,10,10
Basic,Renault,7950,3,530.0,13.0,25,0.024528301886792454,25,9
Basic,BMW,18250,9,246.0,5.0,5,0.02032520325203252,5,13
Basic,BMW,23900,2,1759.0,86.0,36,0.0488914155770324,36,9
Basic,Skoda,1250,4,262.0,1.0,5,0.003816793893129771,5,23
Basic,Toyota,14890,8,529.0,18.0,34,0.034026465028355386,34,10
Basic,Mercedes-Benz,18950,5,253.0,4.0,6,0.015810276679841896,183,12
Basic,Volkswagen,12450,8,1317.0,48.0,17,0.03644646924829157,17,10
Basic,Renault,17950,7,228.0,29.0,23,0.12719298245614036,52,6
Basic,Audi,43940,6,420.0,15.0,3,0.03571428571428571,2,6
Basic,BMW,5990,6,412.0,13.0,2,0.03155339805825243,2,20
Basic,Skoda,11850,7,1480.0,112.0,29,0.07567567567567568,29,12
Basic,BMW,21450,9,3084.0,188.0,62,0.0609597924773022,62,15
Basic,Saab,1795,8,431.0,15.0,9,0.03480278422273782,158,23
Basic,Volkswagen,14900,3,1849.0,37.0,115,0.020010816657652784,115,11
Basic,BMW,67850,3,4777.0,141.0,63,0.029516432907682646,63,6
Basic,Renault,2690,6,3372.0,85.0,32,0.02520759193357058,3,18
Basic,Volkswagen,8450,7,633.0,41.0,47,0.06153238546603475,223,14
Basic,Toyota,3450,1,521.0,35.0,9,0.0671785028790787,9,18
Basic,Audi,29400,3,5875.0,254.0,90,0.043234042553191486,90,11
Basic,MINI,17000,6,363.0,13.0,19,0.03402203856749311,107,9
Basic,Peugeot,7448,7,5443.0,304.0,41,0.05585155245269153,41,13
Basic,Hyundai,2195,9,1311.0,50.0,19,0.03813882532418002,19,20
Basic,Volkswagen,13495,7,5475.0,182.0,61,0.03324200913242009,355,15
Basic,Renault,2250,5,2141.0,82.0,22,0.03638486688463335,82,16
Basic,Suzuki,2500,7,2399.0,43.0,44,0.01792413505627345,44,20
Basic,Nissan,1999,5,521.0,17.0,13,0.03099808061420345,190,20
Basic,Audi,42900,7,8375.0,159.0,118,0.01898507462686567,118,6
Basic,Peugeot,11950,6,26.0,2.0,6,0.07692307692307693,183,6
Basic,Peugeot,17450,6,288.0,17.0,9,0.059027777777777776,97,6
Basic,Fiat,3845,7,10875.0,305.0,62,0.028045977011494253,63,10
Basic,Volkswagen,7450,7,2271.0,259.0,65,0.11404667547335975,65,15
Basic,Opel,4650,1,4935.0,234.0,37,0.04741641337386018,37,16
Basic,Peugeot,4250,5,2771.0,289.0,42,0.10429447852760736,12,13
Basic,Toyota,28900,4,275.0,26.0,12,0.09454545454545454,190,7
Basic,Volkswagen,15440,6,166.0,2.0,34,0.012048192771084338,34,8
Basic,Kia,8745,2,145.0,35.0,3,0.2413793103448276,3,12
Basic,Dacia,4940,8,148.0,1.0,4,0.006756756756756757,122,16
Basic,Renault,25950,2,241.0,13.0,50,0.05394190871369295,21,6
Basic,Volkswagen,7750,3,3600.0,169.0,35,0.04459722222222222,35,13
Basic,Opel,9945,2,332.0,15.0,4,0.045180722891566265,5,11
Basic,Volkswagen,6950,5,9258.0,410.0,94,0.04428602289911428,94,12
Basic,Opel,899,5,2975.0,67.0,58,0.022521008403361343,58,25
Basic,Suzuki,5945,4,927.0,30.0,14,0.030744336569579284,44,16
Basic,Volkswagen,4950,6,3657.0,116.0,70,0.03171998906207274,70,15
Basic,Mercedes-Benz,11945,4,758.0,57.0,3,0.07519788918205805,2,16
Basic,Ford,4250,6,137.0,6.0,3,0.043795620437956206,3,17
Basic,Peugeot,10450,9,452.0,5.0,21,0.010508849557522123,21,10
Premium,Audi,26900,2,1968.0,43.0,8,0.02184959349593496,8,10
Basic,Ford,6945,5,541.0,10.0,25,0.018484288354898338,25,11
Premium,MINI,17900,1,13431.0,556.0,71,0.041396768669495945,160,10
Basic,Dacia,8950,1,1563.0,40.0,35,0.025591810620601407,124,9
Basic,Peugeot,2740,5,384.0,5.0,7,0.013020833333333334,8,20
Basic,Renault,7935,2,835.0,45.0,25,0.05389221556886228,173,10
Basic,Kia,1450,2,1044.0,24.0,21,0.022988505747126436,139,21
Basic,Peugeot,2745,1,2006.0,69.0,20,0.034396809571286144,196,18
Basic,Volvo,6950,1,246.0,43.0,2,0.17479674796747968,2,20
Basic,Kia,14950,6,1138.0,73.0,29,0.0641476274165202,28,12
Basic,Renault,7250,4,988.0,36.0,15,0.03643724696356275,103,10
Basic,Citroen,12490,3,1171.0,64.0,34,0.05465414175918019,34,9
Basic,Ford,11450,7,173.0,14.0,4,0.07687861271676301,4,12
Basic,Subaru,27500,3,2995.0,430.0,38,0.14357262103505844,38,14
Basic,Tesla,107500,1,25234.0,552.0,108,0.021875247681699295,167,7
Basic,Toyota,35750,2,265.0,6.0,8,0.022641509433962263,8,8
Basic,Porsche,86900,3,701.0,12.0,10,0.017118402282453638,128,6
Basic,Volkswagen,1250,1,45.0,2.0,0,0.044444444444444446,0,23
Basic,Suzuki,6740,8,2681.0,112.0,75,0.04177545691906005,75,13
Basic,Opel,14750,6,465.0,17.0,70,0.03655913978494624,70,10
Basic,Renault,250,3,4750.0,179.0,15,0.03768421052631579,15,26
Basic,SEAT,14950,4,5456.0,186.0,122,0.03409090909090909,122,8
Basic,Ford,20250,7,45.0,2.0,2,0.044444444444444446,61,6
Basic,Citroen,4940,8,151.0,5.0,5,0.033112582781456956,5,13
Basic,Mercedes-Benz,28500,4,228.0,0.0,5,0.0,4,8
Basic,Volkswagen,2200,7,291.0,13.0,2,0.044673539518900345,61,20
Basic,Toyota,1790,8,2414.0,115.0,35,0.045256835128417564,35,23
Basic,SEAT,5750,4,3108.0,88.0,84,0.028314028314028315,290,14
Basic,Ford,24945,2,990.0,46.0,23,0.046464646464646465,23,7
Basic,Mercedes-Benz,29750,1,5907.0,87.0,52,0.01399187404773997,52,7
Basic,Mercedes-Benz,46850,8,635.0,11.0,47,0.016456692913385827,224,6
Basic,BMW,14900,3,4244.0,83.0,29,0.019557021677662583,29,12
Basic,Renault,6450,7,105.0,0.0,2,0.0,2,10
Basic,Mitsubishi,13950,1,278.0,35.0,4,0.12589928057553956,4,14
Basic,Renault,8850,7,255.0,17.0,9,0.06333333333333332,10,14
Basic,Skoda,8900,9,747.0,55.0,67,0.07362784471218206,155,12
Basic,Fiat,5750,3,318.0,19.0,18,0.059748427672955975,107,16
Basic,Nissan,24950,3,1614.0,65.0,50,0.040272614622057,166,6
Basic,Renault,890,7,361.0,8.0,14,0.0221606648199446,103,23
Basic,BMW,10950,3,7361.0,315.0,76,0.04279309876375492,369,21
Basic,Toyota,3249,3,3785.0,183.0,53,0.04834874504623514,52,17
Basic,Volkswagen,16400,3,798.0,47.0,4,0.05889724310776942,4,9
Premium,Jeep,3750,2,42745.0,1225.0,62,0.028658322610831677,62,21
Basic,BMW,23900,2,4627.0,105.0,63,0.0226928895612708,63,10
Basic,Ford,19990,6,1948.0,63.0,86,0.03234086242299795,85,6
Basic,Mitsubishi,16888,7,418.0,11.0,9,0.02631578947368421,9,11
Basic,BMW,29895,3,1087.0,5.0,64,0.00436982520699172,64,6
Basic,Nissan,13750,3,15611.0,626.0,76,0.04009992953686503,369,20
Basic,Nissan,28450,5,345.0,4.0,11,0.011594202898550725,100,7
Basic,Renault,24490,1,146.0,4.0,19,0.0273972602739726,19,6
Basic,Lexus,63700,4,2157.0,32.0,73,0.01483541956420955,221,7
Basic,Opel,28450,8,206.0,0.0,7,0.0,214,6
Basic,Renault,23450,7,754.0,16.0,64,0.021220159151193633,63,6
Basic,Land Rover,39450,4,103.0,3.0,3,0.02912621359223301,3,6
Basic,Land Rover,34950,4,4938.0,321.0,40,0.0617557715674362,97,9
Basic,Fiat,6900,3,621.0,21.0,28,0.032125603864734294,28,16
Basic,Kia,4950,9,4416.0,218.0,101,0.049365942028985504,131,14
Basic,Audi,19950,2,637.0,17.0,63,0.026687598116169546,63,12
Basic,Renault,20745,6,582.0,34.0,51,0.058419243986254296,51,7
Premium,Skoda,12945,2,2813.0,73.0,13,0.025950942054745824,43,10
Basic,BMW,47880,5,3099.0,89.0,127,0.028718941594062602,97,7
Basic,Toyota,18450,5,3201.0,137.0,100,0.04279912527335208,70,8
Basic,Toyota,14950,4,3830.0,178.0,115,0.04647519582245431,115,14
Basic,Toyota,3250,2,728.0,129.0,3,0.1683379120879121,3,15
Basic,Peugeot,18005,3,52.0,1.0,5,0.019230769230769232,153,6
Basic,Ford,8000,1,2028.0,56.0,109,0.027613412228796843,225,11
Basic,Mitsubishi,5999,8,1875.0,63.0,61,0.03192,61,19
Plus,Toyota,8750,3,7076.0,307.0,37,0.043386093838326735,37,16
Basic,Mitsubishi,7950,2,825.0,17.0,78,0.020606060606060607,166,10
Basic,Volkswagen,19950,6,403.0,10.0,22,0.02481389578163772,22,6
Basic,Toyota,5950,5,307.0,16.0,2,0.05211726384364821,2,17
Basic,Renault,19950,6,268.0,4.0,45,0.014925373134328358,193,6
Basic,Renault,8950,6,704.0,15.0,54,0.02130681818181818,289,8
Basic,Jeep,34895,5,5.0,0.0,0,0.0,0,8
Basic,Renault,12800,1,361.0,14.0,32,0.038781163434903045,62,7
Basic,Renault,13500,5,2400.0,210.0,86,0.0875,175,41
Basic,Renault,25950,9,1319.0,32.0,35,0.024260803639120546,35,7
Basic,Peugeot,3450,1,410.0,4.0,19,0.00975609756097561,19,17
Basic,Fiat,15950,3,823.0,68.0,53,0.08262454434993925,53,6
Basic,Volkswagen,5085,6,4449.0,142.0,85,0.03032142054394246,203,17
Basic,Skoda,12400,8,1992.0,127.0,42,0.06375502008032129,13,10
Basic,Renault,1150,4,3377.0,58.0,68,0.017175007403020432,157,24
Basic,Mercedes-Benz,8950,3,8480.0,392.0,78,0.04391509433962264,48,14
Basic,Volvo,32750,2,1010.0,55.0,43,0.054455445544554455,43,9
Basic,Mitsubishi,1499,9,403.0,12.0,15,0.02977667493796526,15,26
Basic,Toyota,39995,7,1281.0,32.0,16,0.023731459797033568,104,6
Basic,Volkswagen,7950,6,1336.0,293.0,69,0.21931137724550898,216,9
Basic,Toyota,1295,6,3456.0,118.0,42,0.03414351851851852,42,25
Basic,Porsche,49900,3,791.0,39.0,15,0.0493046776232617,103,12
Basic,Maserati,59900,7,13457.0,607.0,110,0.04510663595154938,169,9
Basic,Fiat,7140,6,450.0,12.0,40,0.02666666666666667,40,11
Basic,Skoda,1450,2,236.0,4.0,2,0.01694915254237288,2,22
Basic,Mitsubishi,35645,3,772.0,17.0,35,0.022020725388601035,35,9
Basic,Fiat,7490,1,469.0,20.0,15,0.042643923240938165,103,14
Basic,SEAT,11900,5,110.0,11.0,3,0.1,3,10
Basic,Audi,13900,5,189.0,4.0,9,0.021164021164021163,9,11
Basic,Ford,16950,3,3290.0,142.0,104,0.043161094224924014,45,8
Basic,SsangYong,2000,7,2782.0,78.0,24,0.028037383177570093,23,21
Basic,Volkswagen,40495,5,1274.0,254.0,35,0.19937205651491366,123,9
Basic,Mercedes-Benz,4900,8,2027.0,39.0,37,0.018278243709916132,96,26
