,Foreign/Local Used,color,wheel drive,Automation,seat-make,price,description,make-year,manufacturer
591,Locally Used,Black,4,Automatic,Cloth,275000,2002   Nissan Sentra,2002,Nissan
592,Locally Used,Gold,4,Manual,Leather,980000,2004   Toyota Matrix,2004,Toyota
593,Locally Used,Silver,4,Automatic,Cloth,850000,2014   Kia Rio,2014,Kia
594,Locally Used,Black,4,Automatic,Leather,1200000,2003   Toyota 4-Runner,2003,Toyota
595,Locally Used,Black,4,Automatic,Cloth,1650000,2005   Toyota Camry,2005,Toyota
596,Foreign Used,Red,4,Automatic,Leather,4300000,2012   Toyota Camry,2012,Toyota
597,Locally Used,Silver,4,Automatic,Leather,1000000,2000   Lexus RX,2000,Lexus
598,Foreign Used,Grey,4,Automatic,Leather,1750000,2005   Toyota Camry,2005,Toyota
599,Locally Used,Grey,4,Automatic,Leather,580000,2001   Lexus ES,2008,Lexus
600,Foreign Used,Grey,4,Automatic,Cloth,2950000,2009   Toyota Camry,2009,Toyota
601,Foreign Used,Silver,4,Automatic,Leather,4950000,2009   Toyota Venza,2009,Toyota
602,Locally Used,Black,4,Automatic,Cloth,1450000,2008   Toyota Camry,2008,Toyota
603,Foreign Used,Red,4,Automatic,Leather,2950000,2010   Toyota Corolla,2010,Toyota
604,Locally Used,White,4,Manual,Leather,1750000,2008   Toyota Hilux,2008,Toyota
605,Foreign Used,Black,4,Automatic,Leather,395000,2005   Honda Accord,2005,Honda
606,Foreign Used,Black,4,Automatic,Leather,5100000,2009   Toyota Venza,2009,Toyota
607,Foreign Used,Black,4,Automatic,Leather,6000000,2007   Toyota Tacoma,2007,Toyota
608,Foreign Used,Blue,4,Manual,Cloth,950000,2005   Peugeot 206,2005,Peugeot
609,Locally Used,Black,4,Automatic,Leather,3450000,2013   Hyundai Santa Fe,2013,Hyundai
610,Foreign Used,Black,4,Automatic,Cloth,5500000,2016   Volkswagen Jetta,2016,Volkswagen
611,Foreign Used,Silver,4,Automatic,Cloth,2400000,2010   Nissan Rogue,2010,Nissan
612,Foreign Used,Silver,4,Automatic,Leather,2900000,2011   Toyota Corolla,2011,Toyota
613,Locally Used,Grey,4,Automatic,Leather,420000,2004   Ford Taurus,2004,Ford
614,Foreign Used,Grey,4,Automatic,Cloth,2150000,2001   Lexus RX,2001,Lexus
615,Locally Used,Silver,4,Automatic,Leather,680000,2003   Nissan Xterra,2003,Nissan
616,Foreign Used,Dark Blue,4,Automatic,Cloth,2300000,2003    Toyota Highlander ,2003,Toyota
617,Foreign Used,Dark Green,4,Automatic,Cloth,1950000,2007    Toyota Camry,2007,Toyota
618,Locally Used,Silver,4,Automatic,Cloth,1220000,2004   Toyota Corolla,2004,Toyota
619,Foreign Used,Black,4,Automatic,Leather,9200000,2015   Mercedes-Benz C300,2015,Mercedes-Benz
620,Locally Used,Dark Grey,4,Automatic,Leather,580000,2003    Nissan Xterra,2003,Nissan
621,Foreign Used,Red,4,Manual,Cloth,1320000,2002   Mitsubishi Spacewagon,2002,Mitsubishi
622,Locally Used,Black,4,Automatic,Leather,1250000,2006     Range  Sport,2006,Range
623,Locally Used,Dark Blue,4,Automatic,Cloth,765000,2002    Toyota Corolla,2002,Toyota
624,Locally Used,Maroon,4,Automatic,Leather,720000,2004   Honda Pilot,2004,Honda
625,Locally Used,Silver,4,Automatic,Leather,720000,2007   Honda Accord,2007,Honda
626,Locally Used,Silver,4,Manual,Leather,485000,2004   Peugeot 406,2004,Peugeot
627,Locally Used,Red,4,Automatic,Leather,4650000,2010   Mercedes-Benz C300,2010,Mercedes-Benz
628,Locally Used,Red,4,Automatic,Leather,1120000,2005   Honda Pilot,2005,Honda
629,Locally Used,Maroon,4,Automatic,Leather,760000,2002   Toyota Camry,2002,Toyota
630,Foreign Used,Silver,4,Automatic,Leather,1700000,2004   Honda Pilot,2004,Honda
631,Foreign Used,Black,4,Automatic,Leather,4800000,2013   Mercedes-Benz C300,2013,Mercedes-Benz
632,Foreign Used,Grey,4,Automatic,Cloth,1550000,2004   Toyota Camry,2004,Toyota
633,Locally Used,Black,4,Automatic,Leather,1600000,2008   Toyota Camry,2008,Toyota
634,Locally Used,Grey,4,Automatic,Leather,1750000,2010   Toyota Camry,2010,Toyota
635,Foreign Used,Silver,4,Automatic,Leather,2500000,2008   Toyota Camry,2008,Toyota
636,Locally Used,Silver,4,Automatic,Cloth,1100000,2005   Ford Escape,2005,Ford
637,Foreign Used,White,4,Automatic,Leather,1700000,2005   Honda Pilot,2005,Honda
638,Foreign Used,White,4,Automatic,Leather,4600000,2004   Lexus GX,2004,Lexus
639,Foreign Used,Red,4,Automatic,Leather,10000000,2015   Mercedes-Benz CLA-Class,2015,Mercedes-Benz
640,Foreign Used,Grey,4,Automatic,Cloth,2550000,2009   Toyota Corolla,2009,Toyota
641,Foreign Used,Silver,4,Automatic,Leather,1850000,2002   Lexus ES,2002,Lexus
642,Foreign Used,Silver,4,Automatic,Cloth,2400000,2003   Toyota Highlander,2003,Toyota
643,Foreign Used,Grey,4,Automatic,Leather,6100000,2016   Toyota Camry,2016,Toyota
644,Foreign Used,White,4,Automatic,Leather,6000000,2013   Toyota Venza,2013,Toyota
645,Foreign Used,White,4,Automatic,Cloth,1750000,2007   Hyundai Elantra,2007,Hyundai
646,Locally Used,Maroon,4,Automatic,Leather,4500000,2011   Toyota Sequoia,2011,Toyota
647,Foreign Used,Blue,4,Automatic,Leather,2500000,2008   Lexus IS,2008,Lexus
648,Locally Used,Black,4,Automatic,Leather,2800000,2007   Mercedes-Benz ML350,2007,Mercedes-Benz
649,Foreign Used,Gold,4,Automatic,Cloth,1800000,2008   Toyota Corolla,2008,Toyota
650,Locally Used,Black,4,Automatic,Leather,1650000,2012   Honda Accord,2012,Honda
651,Foreign Used,Black,4,Automatic,Leather,3600000,2013   Toyota Venza,2013,Toyota
652,Foreign Used,Black,4,Automatic,Leather,16000000,2017   Toyota Highlander,2017,Toyota
653,Foreign Used,White,4,Automatic,Leather,10500000,2015   Toyota Highlander,2015,Toyota
654,Foreign Used,Red,4,Automatic,Leather,7000000,2014   Toyota Venza,2014,Toyota
655,Foreign Used,Blue,4,Automatic,Leather,4500000,2008   Mercedes-Benz GL Class,2008,Mercedes-Benz
656,Foreign Used,Black,4,Automatic,Leather,9000000,2014   Mercedes-Benz E350,2014,Mercedes-Benz
657,Foreign Used,Black,4,Automatic,Leather,2300000,2007   Toyota Camry,2007,Toyota
658,Foreign Used,Grey,4,Automatic,Leather,7200000,2015   Toyota Camry,2015,Toyota
659,Foreign Used,Green,4,Automatic,Cloth,3200000,2008   Toyota RAV4,2008,Toyota
660,Locally Used,Grey,4,Automatic,Cloth,1500000,2009   Honda Accord,2009,Honda
661,Foreign Used,Silver,4,Automatic,Leather,13000000,2018   Honda Accord,2018,Honda
662,Foreign Used,Black,4,Automatic,Leather,2550000,2011   Toyota Camry,2011,Toyota
663,Foreign Used,Silver,4,Automatic,Leather,5000000,2010   Mercedes-Benz E350,2010,Mercedes-Benz
664,Foreign Used,Dark Grey,4,Automatic,Cloth,4600000,2016    Honda Civic,2016,Honda
665,Foreign Used,Grey,4,Automatic,Leather,6500000,2013   BMW X5,2013,BMW
666,Foreign Used,Dark Blue,4,Automatic,Cloth,2700000,2006    Toyota RAV4,2006,Toyota
667,Foreign Used,Black,4,Automatic,Leather,15000000,2009   Mercedes-Benz G-Class,2009,Mercedes-Benz
668,Foreign Used,Black,4,Automatic,Leather,29000000,2014   Mercedes-Benz G63,2014,Mercedes-Benz
669,Foreign Used,White,4,Automatic,Leather,16000000,2019   Lexus RX,2019,Lexus
670,Locally Used,Maroon,4,Automatic,Leather,3500000,2008   Mercedes-Benz GL Class,2008,Mercedes-Benz
671,Foreign Used,Black,4,Automatic,Leather,30000000,2012   Mercedes-Benz G-Class,2012,Mercedes-Benz
672,Foreign Used,Black,4,Automatic,Leather,19500000,2019   Toyota 4-Runner,2019,Toyota
673,Foreign Used,Gold,4,Automatic,Cloth,1800000,2008   Toyota Corolla,2008,Toyota
674,Locally Used,Black,4,Automatic,Leather,1650000,2012   Honda Accord,2012,Honda
675,Foreign Used,Black,4,Automatic,Leather,3600000,2013   Toyota Venza,2013,Toyota
676,Foreign Used,Black,4,Automatic,Leather,16000000,2017   Toyota Highlander,2017,Toyota
677,Foreign Used,White,4,Automatic,Leather,10500000,2015   Toyota Highlander,2015,Toyota
678,Foreign Used,Red,4,Automatic,Leather,7000000,2014   Toyota Venza,2014,Toyota
679,Foreign Used,Blue,4,Automatic,Leather,4500000,2008   Mercedes-Benz GL Class,2008,Mercedes-Benz
680,Foreign Used,Black,4,Automatic,Leather,9000000,2014   Mercedes-Benz E350,2014,Mercedes-Benz
681,Foreign Used,Black,4,Automatic,Leather,2300000,2007   Toyota Camry,2007,Toyota
682,Foreign Used,Grey,4,Automatic,Leather,7200000,2015   Toyota Camry,2015,Toyota
683,Foreign Used,Black,4,Automatic,Leather,6500000,2010     Range ,2010,Range
684,Foreign Used,Black,4,Automatic,Leather,15000000,2009   Mercedes-Benz G-Class,2009,Mercedes-Benz
685,Foreign Used,White,4,Automatic,Leather,25000000,2017   Mercedes-Benz GLC,2017,Mercedes-Benz
686,Foreign Used,Black,4,Automatic,Leather,21000000,2017   Honda Pilot,2017,Honda
687,Foreign Used,White,4,Automatic,Leather,12500000,2001   Mercedes-Benz G-Class,2001,Mercedes-Benz
689,Foreign Used,Grey,4,Automatic,Leather,5700000,2005   Lexus GX,2008,Lexus
690,Foreign Used,Black,4,Automatic,Leather,11000000,2014   Mercedes-Benz E350,2014,Mercedes-Benz
691,Foreign Used,Black,4,Automatic,Leather,6500000,2010     Range ,2010,Range
692,Foreign Used,Black,4,Automatic,Leather,11000000,2014   Mercedes-Benz E350,2014,Mercedes-Benz
693,Locally Used,Black,4,Automatic,Leather,17000000,2008   Toyota  Cruiser,2008,Toyota
694,Foreign Used,White,4,Automatic,Cloth,4000000,2013   Volkswagen Passat,2013,Volkswagen
695,Foreign Used,Black,4,Automatic,Cloth,6000000,2016   Toyota Corolla,2016,Toyota
696,Foreign Used,Black,4,Automatic,Leather,15000000,2001   Mercedes-Benz CL,2001,Mercedes-Benz
697,Foreign Used,Red,4,Automatic,Cloth,11000000,2019   Toyota Corolla,2019,Toyota
698,Foreign Used,Black,4,Automatic,Leather,15000000,2009   Mercedes-Benz G-Class,2009,Mercedes-Benz
701,Foreign Used,Black,4,Automatic,Leather,11000000,2014   Mercedes-Benz GLK,2014,Mercedes-Benz
702,Foreign Used,Black,4,Automatic,Leather,21000000,2014   Mercedes-Benz G 63 AMG,2014,Mercedes-Benz
704,Foreign Used,Grey,4,Automatic,Leather,13500000,2016   Mercedes-Benz C300,2016,Mercedes-Benz
705,Locally Used,Maroon,4,Automatic,Leather,18000000,2018   Honda Pilot,2018,Honda
706,Foreign Used,Silver,4,Automatic,Leather,10000000,2015   Lexus RX,2015,Lexus
707,Foreign Used,Silver,4,Automatic,Leather,4300000,2013   Toyota Camry,2013,Toyota
708,Foreign Used,Grey,4,Automatic,Leather,13500000,2016   Mercedes-Benz C300,2016,Mercedes-Benz
709,Foreign Used,Silver,4,Automatic,Leather,10000000,2015   Lexus RX,2015,Lexus
710,Foreign Used,Black,4,Automatic,Leather,4000000,2005   Mercedes-Benz B-Class,2005,Mercedes-Benz
711,Foreign Used,Black,4,Automatic,Leather,4000000,2005   Mercedes-Benz B-Class,2005,Mercedes-Benz
712,Foreign Used,Blue,4,Automatic,Cloth,4850000,2010   Toyota RAV4,2010,Toyota
713,Foreign Used,Blue,4,Automatic,Leather,13000000,2016   Ford Explorer,2016,Ford
714,Foreign Used,Blue,4,Automatic,Cloth,3200000,2010   Toyota Corolla,2010,Toyota
715,Foreign Used,Blue,4,Automatic,Leather,4500000,2013   Toyota Corolla,2013,Toyota
716,Foreign Used,Black,4,Automatic,Leather,6500000,2010     Range ,2010,Range
717,Locally Used,White,4,Manual,Leather,8500000,2004   Toyota  Cruiser,2004,Toyota
718,Foreign Used,Red,4,Automatic,Leather,1580000,2005   Chrysler Pacifica,2005,Chrysler
719,Foreign Used,White,4,Automatic,Leather,5950000,2012   Toyota Venza,2012,Toyota
720,Foreign Used,Black,4,Automatic,Leather,8550000,2012   Toyota 4-Runner,2012,Toyota
721,Locally Used,Red,4,Manual,Leather,8000000,2013     Range  Evoque,2013,Range
722,Foreign Used,White,4,Automatic,Leather,12500000,2015   Honda Accord,2015,Honda
723,Foreign Used,Black,4,Automatic,Leather,13500000,2016   Lexus RX,2016,Lexus
724,Foreign Used,White,4,Automatic,Cloth,21000000,2019   Toyota Hilux,2019,Toyota
725,Foreign Used,Black,4,Automatic,Leather,26000000,2018   Lexus GX,2018,Lexus
726,Foreign Used,Black,4,Automatic,Leather,11500000,2015   Mercedes-Benz E350,2015,Mercedes-Benz
727,Foreign Used,Silver,4,Automatic,Leather,9000000,2016   Toyota Avalon,2016,Toyota
728,Foreign Used,White,4,Automatic,Leather,18000000,2018   Toyota Sienna,2018,Toyota
729,Foreign Used,Silver,4,Automatic,Leather,10000000,2015   Lexus RX,2015,Lexus
730,Foreign Used,White,4,Automatic,Leather,12500000,2015   Mercedes-Benz C300,2015,Mercedes-Benz
733,Foreign Used,Black,4,Automatic,Leather,11000000,2014   Mercedes-Benz GLK,2014,Mercedes-Benz
734,Foreign Used,Black,4,Automatic,Leather,21000000,2014   Mercedes-Benz G 63 AMG,2014,Mercedes-Benz
736,Foreign Used,Grey,4,Automatic,Leather,13500000,2016   Mercedes-Benz C300,2016,Mercedes-Benz
737,Locally Used,Black,4,Automatic,Cloth,275000,2002   Nissan Sentra,2002,Nissan
738,Locally Used,Gold,4,Manual,Leather,980000,2004   Toyota Matrix,2004,Toyota
739,Locally Used,Silver,4,Automatic,Cloth,850000,2014   Kia Rio,2014,Kia
740,Locally Used,Black,4,Automatic,Leather,1200000,2003   Toyota 4-Runner,2003,Toyota
741,Locally Used,Black,4,Automatic,Cloth,1650000,2005   Toyota Camry,2005,Toyota
742,Foreign Used,Red,4,Automatic,Leather,4300000,2012   Toyota Camry,2012,Toyota
743,Locally Used,Silver,4,Automatic,Leather,1000000,2000   Lexus RX,2000,Lexus
744,Foreign Used,Grey,4,Automatic,Leather,1750000,2005   Toyota Camry,2005,Toyota
745,Locally Used,Grey,4,Automatic,Leather,580000,2001   Lexus ES,2001,Lexus
746,Foreign Used,Grey,4,Automatic,Cloth,2950000,2009   Toyota Camry,2009,Toyota
747,Foreign Used,Silver,4,Automatic,Leather,4950000,2009   Toyota Venza,2009,Toyota
748,Locally Used,Black,4,Automatic,Cloth,1450000,2008   Toyota Camry,2008,Toyota
749,Foreign Used,Red,4,Automatic,Leather,2950000,2010   Toyota Corolla,2010,Toyota
750,Locally Used,White,4,Manual,Leather,1750000,2008   Toyota Hilux,2008,Toyota
751,Foreign Used,Black,4,Automatic,Leather,395000,2005   Honda Accord,2005,Honda
752,Foreign Used,Black,4,Automatic,Leather,5100000,2009   Toyota Venza,2009,Toyota
753,Foreign Used,Black,4,Automatic,Leather,6000000,2007   Toyota Tacoma,2007,Toyota
754,Foreign Used,Blue,4,Manual,Cloth,950000,2005   Peugeot 206,2005,Peugeot
755,Locally Used,Black,4,Automatic,Leather,3450000,2013   Hyundai Santa Fe,2013,Hyundai
756,Foreign Used,Black,4,Automatic,Cloth,5500000,2016   Volkswagen Jetta,2016,Volkswagen
757,Foreign Used,Silver,4,Automatic,Cloth,2400000,2010   Nissan Rogue,2010,Nissan
758,Foreign Used,Silver,4,Automatic,Leather,2900000,2011   Toyota Corolla,2011,Toyota
759,Locally Used,Grey,4,Automatic,Leather,420000,2004   Ford Taurus,2004,Ford
760,Foreign Used,Grey,4,Automatic,Cloth,2150000,2001   Lexus RX,2001,Lexus
761,Locally Used,Silver,4,Automatic,Leather,680000,2003   Nissan Xterra,2003,Nissan
762,Foreign Used,Dark Blue,4,Automatic,Cloth,2300000,2003    Toyota Highlander,2003,Toyota
763,Foreign Used,Dark Green,4,Automatic,Cloth,1950000,2007    Toyota Camry,2007,Toyota
764,Locally Used,Silver,4,Automatic,Cloth,1220000,2004   Toyota Corolla,2004,Toyota
765,Foreign Used,Black,4,Automatic,Leather,9200000,2015   Mercedes-Benz C300,2015,Mercedes-Benz
766,Locally Used,Dark Grey,4,Automatic,Leather,580000,2003    Nissan Xterra,2003,Nissan
767,Foreign Used,Red,4,Manual,Cloth,1320000,2002   Mitsubishi Spacewagon,2008,Mitsubishi
768,Locally Used,Black,4,Automatic,Leather,1250000,2006     Range  Sport,2006,Range
769,Locally Used,Dark Blue,4,Automatic,Cloth,765000,2002    Toyota Corolla,2002,Toyota
770,Locally Used,Maroon,4,Automatic,Leather,720000,2004   Honda Pilot,2004,Honda
771,Locally Used,Silver,4,Automatic,Leather,720000,2007   Honda Accord,2007,Honda
772,Locally Used,Silver,4,Manual,Leather,485000,2004   Peugeot 406,2004,Peugeot
773,Locally Used,Red,4,Automatic,Leather,4650000,2010   Mercedes-Benz C300,2010,Mercedes-Benz
774,Locally Used,Red,4,Automatic,Leather,1120000,2005   Honda Pilot,2005,Honda
775,Locally Used,Maroon,4,Automatic,Leather,760000,2002   Toyota Camry,2002,Toyota
776,Foreign Used,Silver,4,Automatic,Leather,1700000,2004   Honda Pilot,2004,Honda
777,Foreign Used,Black,4,Automatic,Leather,4800000,2013   Mercedes-Benz C300,2013,Mercedes-Benz
778,Foreign Used,Grey,4,Automatic,Cloth,1550000,2004   Toyota Camry,2004,Toyota
779,Locally Used,Black,4,Automatic,Leather,1600000,2008   Toyota Camry,2008,Toyota
780,Locally Used,Grey,4,Automatic,Leather,1750000,2010   Toyota Camry,2010,Toyota
781,Foreign Used,Silver,4,Automatic,Leather,2500000,2008   Toyota Camry,2008,Toyota
782,Locally Used,Silver,4,Automatic,Cloth,1100000,2005   Ford Escape,2005,Ford
783,Foreign Used,White,4,Automatic,Leather,1700000,2005   Honda Pilot,2005,Honda
784,Foreign Used,White,4,Automatic,Leather,4600000,2004   Lexus GX,2004,Lexus
785,Foreign Used,Red,4,Automatic,Leather,10000000,2015   Mercedes-Benz CLA-Class,2015,Mercedes-Benz
786,Foreign Used,Grey,4,Automatic,Cloth,2550000,2009   Toyota Corolla,2009,Toyota
787,Foreign Used,Silver,4,Automatic,Leather,1850000,2002   Lexus ES,2002,Lexus
788,Foreign Used,Silver,4,Automatic,Cloth,2400000,2003   Toyota Highlander,2003,Toyota
789,Foreign Used,Grey,4,Automatic,Leather,6100000,2016   Toyota Camry,2016,Toyota
790,Foreign Used,White,4,Automatic,Leather,6000000,2013   Toyota Venza,2013,Toyota
791,Foreign Used,White,4,Automatic,Cloth,1750000,2007   Hyundai Elantra,2007,Hyundai
792,Locally Used,Maroon,4,Automatic,Leather,4500000,2011   Toyota Sequoia,2011,Toyota
793,Foreign Used,Blue,4,Automatic,Leather,2500000,2008   Lexus IS,2008,Lexus
794,Locally Used,Black,4,Automatic,Leather,2800000,2007   Mercedes-Benz ML350,2007,Mercedes-Benz
795,Foreign Used,Black,4,Automatic,Leather,30000000,2014   Toyota  Cruiser,2014,Toyota
796,Foreign Used,Black,4,Automatic,Leather,60000000,2014   Mercedes-Benz G63,2014,Mercedes-Benz
797,Foreign Used,Black,4,Automatic,Leather,37000000,2018     Range  Vogue,2018,Range
798,Foreign Used,Grey,4,Automatic,Leather,2150000,2010   Ford Taunus,2010,Ford
799,Foreign Used,Black,4,Automatic,Leather,2700000,2005   Mercedes-Benz ML350,2005,Mercedes-Benz
800,Foreign Used,Black,4,Automatic,Leather,3400000,2014   Toyota Corolla,2014,Toyota
801,Foreign Used,Grey,4,Automatic,Cloth,1900000,2007   Toyota Corolla,2007,Toyota
802,Locally Used,Black,4,Manual,Cloth,950000,2006   Toyota Corolla,2006,Toyota
803,Locally Used,Green,4,Manual,Cloth,700000,2000   Toyota Avensis,2000,Toyota
804,Locally Used,Grey,4,Automatic,Cloth,750000,2004   Honda Accord,2004,Honda
805,Locally Used,White,4,Automatic,Leather,600000,2004   Toyota Solara,2004,Toyota
806,Locally Used,Black,4,Automatic,Leather,750000,2004   Honda Accord,2004,Honda
807,Foreign Used,Red,4,Automatic,Leather,22000000,2018   Toyota 4-Runner,2018,Toyota
808,Foreign Used,Red,4,Automatic,Cloth,3400000,2013   Toyota Corolla,2013,Toyota
809,Foreign Used,Grey,4,Automatic,Leather,2800000,2008   Mercedes-Benz C300,2008,Mercedes-Benz
810,Foreign Used,Black,4,Automatic,Cloth,3500000,2012   Toyota Camry,2012,Toyota
811,Locally Used,Black,4,Automatic,Leather,2200000,2008   Lexus RX,2008,Lexus
812,Foreign Used,Black,4,Automatic,Leather,3050000,2009   Lexus ES,2009,Lexus
813,Locally Used,Green,4,Automatic,Leather,2550000,2000   Toyota  Cruiser,2000,Toyota
814,Foreign Used,Maroon,4,Automatic,Leather,8550000,2012   Lexus GX,2012,Lexus
815,Foreign Used,Black,4,Automatic,Leather,10000000,2018   Nissan Frontier,2018,Nissan
816,Locally Used,White,4,Automatic,Leather,1650000,2010   Toyota Corolla,2010,Toyota
817,Locally Used,Black,4,Automatic,Leather,5200000,2010   Toyota 4-Runner,2010,Toyota
818,Foreign Used,Black,4,Automatic,Leather,1250000,2007   Toyota Camry,2007,Toyota
819,Locally Used,Black,4,Automatic,Leather,7200000,2013     Range  Sport,2013,Range
820,Foreign Used,Black,4,Automatic,Leather,4950000,2013   Honda Accord,2013,Honda
821,Foreign Used,Blue,4,Automatic,Leather,1250000,2007   Honda Pilot,2007,Honda
822,Foreign Used,Grey,4,Automatic,Leather,1350000,2002   Mercedes-Benz ML 320,2002,Mercedes-Benz
823,Foreign Used,Black,4,Automatic,Leather,2600000,2008   Toyota Camry,2008,Toyota
824,Foreign Used,Black,4,Automatic,Leather,2230000,2010   Toyota RAV4,2010,Toyota
825,Foreign Used,Grey,4,Automatic,Leather,1850000,2015   Hyundai i10,2015,Hyundai
826,Foreign Used,Red,4,Automatic,Leather,8200000,2014   Lexus ES,2008,Lexus
827,Locally Used,Silver,4,Automatic,Leather,900000,2001   Mercedes-Benz ML 320,2001,Mercedes-Benz
828,Foreign Used,Other,4,Automatic,Leather,1800000,2005   Lexus LX,2008,Lexus
829,Foreign Used,Blue,4,Automatic,Leather,2150000,2009   Honda Accord,2009,Honda
830,Foreign Used,White,4,Automatic,Leather,2450000,2010   Toyota Camry,2010,Toyota
831,Locally Used,Red,4,Automatic,Cloth,750000,2000   Toyota RAV4,2000,Toyota
832,Locally Used,Silver,4,Automatic,Cloth,530000,2000   Toyota Corolla,2000,Toyota
833,Locally Used,Black,4,Automatic,Leather,8750000,2007   Mercedes-Benz G-Class,2007,Mercedes-Benz
834,Foreign Used,Black,4,Automatic,Leather,2250000,2005   Mercedes-Benz ML350,2005,Mercedes-Benz
835,Foreign Used,Red,4,Automatic,Leather,2150000,2011   Toyota Corolla,2011,Toyota
836,Locally Used,Dark Grey,4,Automatic,Leather,1300000,2008    Nissan Qashqai,2008,Nissan
837,Locally Used,Blue,4,Automatic,Cloth,1300000,2007   Toyota Camry,2007,Toyota
838,Locally Used,Dark Grey,4,Automatic,Leather,1850000,2003    Toyota  Cruiser,2003,Toyota
839,Locally Used,Dark Grey,4,Automatic,Cloth,1500000,2009    Toyota Camry,2009,Toyota
840,Locally Used,Silver,4,Automatic,Leather,2150000,2008   Toyota RAV4,2008,Toyota
841,Foreign Used,Silver,4,Automatic,Leather,12000000,2015   Mercedes-Benz C300,2015,Mercedes-Benz
842,Locally Used,Dark Grey,4,Automatic,Leather,1750000,2010    Toyota Corolla,2010,Toyota
843,Foreign Used,White,4,Automatic,Leather,14500000,2015   Lexus RX,2015,Lexus
844,Locally Used,Grey,4,Automatic,Cloth,1850000,2015   Hyundai i10,2015,Hyundai
845,Foreign Used,Grey,4,Automatic,Leather,11500000,2012     Range  Evoque,2012,Range
846,Foreign Used,Black,4,Automatic,Leather,50000000,2018     Range ,2018,Range
847,Locally Used,Black,4,Automatic,Leather,6250000,2008   Jeep Wrangler,2008,Jeep
848,Foreign Used,Silver,4,Automatic,Leather,3850000,2008   Mercedes-Benz GL 450,2008,Mercedes-Benz
849,Foreign Used,Black,4,Automatic,Leather,12000000,2015   Mercedes-Benz C300,2015,Mercedes-Benz
850,Foreign Used,Black,4,Automatic,Leather,18000000,2016   Mercedes-Benz GLE 350,2016,Mercedes-Benz
851,Foreign Used,Black,4,Automatic,Leather,6500000,2010     Range ,2010,Range
852,Foreign Used,Black,4,Automatic,Leather,11000000,2014   Mercedes-Benz E350,2014,Mercedes-Benz
853,Locally Used,Black,4,Automatic,Leather,17000000,2008   Toyota  Cruiser,2008,Toyota
854,Foreign Used,White,4,Automatic,Cloth,4000000,2013   Volkswagen Passat,2013,Volkswagen
855,Foreign Used,Black,4,Automatic,Cloth,6000000,2016   Toyota Corolla,2016,Toyota
856,Foreign Used,Black,4,Automatic,Leather,15000000,2001   Mercedes-Benz CL,2001,Mercedes-Benz
857,Foreign Used,Red,4,Automatic,Cloth,11000000,2019   Toyota Corolla,2019,Toyota
858,Foreign Used,Black,4,Automatic,Leather,15000000,2009   Mercedes-Benz G-Class,2009,Mercedes-Benz
859,Foreign Used,Black,4,Automatic,Leather,29000000,2014   Mercedes-Benz G63,2014,Mercedes-Benz
860,Foreign Used,White,4,Automatic,Leather,16000000,2019   Lexus RX,2019,Lexus
861,Locally Used,Maroon,4,Automatic,Leather,3500000,2008   Mercedes-Benz GL Class,2008,Mercedes-Benz
862,Foreign Used,Black,4,Automatic,Leather,30000000,2012   Mercedes-Benz G-Class,2012,Mercedes-Benz
863,Foreign Used,Black,4,Automatic,Leather,19500000,2019   Toyota 4-Runner,2019,Toyota
864,Foreign Used,Gold,4,Automatic,Cloth,1800000,2008   Toyota Corolla,2008,Toyota
865,Locally Used,Black,4,Automatic,Leather,1650000,2012   Honda Accord,2012,Honda
866,Foreign Used,Black,4,Automatic,Leather,3600000,2013   Toyota Venza,2013,Toyota
867,Foreign Used,Grey,4,Automatic,Leather,13500000,2016   Mercedes-Benz C300,2016,Mercedes-Benz
868,Foreign Used,Silver,4,Automatic,Leather,10000000,2015   Lexus RX,2015,Lexus
869,Foreign Used,Black,4,Automatic,Leather,4000000,2005   Mercedes-Benz B-Class,2005,Mercedes-Benz
870,Foreign Used,Black,4,Automatic,Leather,4000000,2005   Mercedes-Benz B-Class,2005,Mercedes-Benz
871,Foreign Used,Blue,4,Automatic,Cloth,4850000,2010   Toyota RAV4,2010,Toyota
872,Foreign Used,Blue,4,Automatic,Leather,13000000,2016   Ford Explorer,2016,Ford
873,Foreign Used,Blue,4,Automatic,Cloth,3200000,2010   Toyota Corolla,2010,Toyota
874,Foreign Used,Blue,4,Automatic,Leather,4500000,2013   Toyota Corolla,2013,Toyota
875,Foreign Used,Black,4,Automatic,Leather,6500000,2010     Range ,2010,Range
876,Foreign Used,Black,4,Automatic,Leather,15000000,2009   Mercedes-Benz G-Class,2009,Mercedes-Benz
877,Foreign Used,White,4,Automatic,Leather,25000000,2017   Mercedes-Benz GLC,2017,Mercedes-Benz
878,Foreign Used,Black,4,Automatic,Leather,21000000,2017   Honda Pilot,2017,Honda
879,Foreign Used,White,4,Automatic,Leather,12500000,2001   Mercedes-Benz G-Class,2001,Mercedes-Benz
881,Foreign Used,Grey,4,Automatic,Leather,5700000,2005   Lexus GX,2005,Lexus
882,Foreign Used,Black,4,Automatic,Leather,11000000,2014   Mercedes-Benz E350,2014,Mercedes-Benz
883,Foreign Used,Black,4,Automatic,Leather,8550000,2012   Toyota 4-Runner,2012,Toyota
884,Locally Used,Red,4,Manual,Leather,8000000,2013     Range  Evoque,2013,Range
885,Foreign Used,White,4,Automatic,Leather,12500000,2015   Honda Accord,2015,Honda
